,UniqueId,Business name,Address,City,Pincode,State,Website,Main Category,Sub Category,Latitude,Longitude,Phone No.1,Phone No.2,Business Hours,Phone Remark,raw_address,country,words_in_address,pin_codes_found,states_found,street_names_found,landmarks_found,shop_house_nos_found,districts_found,village_or_citys_found
3365,ICL2640156,Gayatri Hospital,"Shree Ranchodray Shopping Centre, Near Mahakali Mandir, Rajendra Park Road, Odhav",Ahmedabad,382415,Gujarat,,Health,Hospitals,23.01514831,72.64698913,9898745414,,08:00 AM TO 10:00 PM,,"shree ranchodray shopping centre, near mahakali mandir, rajendra park road, odhav",india,"['shree ranchodray shopping centre', 'odhav', 'near mahakali mandir', 'rajendra park road']",,,Rajendra park road,"Shree ranchodray shopping centre, Near mahakali mandir",,,
3366,ICL2354026,Roots Academy,"F-14, Akshat Avenue, Opposite Hotel Marriott Court Road, Ramdev Nagar Cross Road, Satellite",Ahmedabad,380015,Gujarat,,Education,Coaching / Training Centers,23.02935672,72.51152524,9376264101,,07:00 AM TO 09:00 PM,,"f-14, akshat avenue, opposite hotel marriott court road, ramdev nagar cross road, satellite",india,"['satellite', 'ramdev nagar cross road', 'akshat avenue', 'opposite hotel marriott court road', 'f-14']",,,"Ramdev nagar cross road, Opposite hotel marriott court road",Opposite hotel marriott court road,,,
3367,ICL1376518,Vikas Chemist,"A-165/166, Popular Plaza, 132, Ring Road, Someshwar Complex, 1, Satellite",Ahmedabad,380015,Gujarat,,Health,Pharmacies,23.01653348,72.53077919,9898401741,,09:00 AM TO 10:30 PM,,"a-165/166, popular plaza, 132, ring road, someshwar complex, 1, satellite",india,"['satellite', 'popular plaza', 'a-165/166', 'ring road', '132', 'someshwar complex', '1']",,,Ring road,,,,
3368,ICL39942857,Post Office - Gujarat University S.O,"Gujarat University, Taluka Ahmadabad City, District Ahmedabad",Ahmedabad,380009,Gujarat,www.indiapost.gov.in,Govt. Office,Post Office,23.03799593,72.54819124,18002666868,,09:00 AM TO 06:00 PM,,"gujarat university, taluka ahmadabad city, district ahmedabad",india,"['taluka ahmadabad city', 'district ahmedabad', 'gujarat university']",,Gujarat,,,,District ahmedabad,Taluka ahmadabad city
3369,ICL8287832,Smart Group & Personal Classes,"Ff-Sahjanand Park, Stadium Road, Motera, Sabarmati",Ahmedabad,380005,Gujarat,,Education,Coaching / Training Centers,23.100546,72.601014,8000495548,,07:00 AM TO 10:00 AM AND 04:00 PM TO 07:00 PM,,"ff-sahjanand park, stadium road, motera, sabarmati",india,"['motera', 'ff-sahjanand park', 'stadium road', 'sabarmati']",,Daman and Diu,Stadium road,,,,
3370,ICL8504567,Jain Hospital,"1St Floor, Oxford Tower, Gurukul Road, Meman Nagar",Ahmedabad,380054,Gujarat,,Health,Hospitals,23.0361,72.5159333,7927478122,,09:30 AM TO 10:30 PM,,"1st floor, oxford tower, gurukul road, meman nagar",india,"['oxford tower', 'gurukul road', 'meman nagar', '1st floor']",,,Gurukul road,,,,
3371,ICL6394479,Dr Palak Pandey - (Apollo Hospital),"Plot No 1A, Bhat, G I D C Estate",Ahmedabad,382428,Gujarat,,Health,Doctor,23.109423,72.62606,7966701800,,10:30 AM TO 12:30 PM AND 05:30 PM TO 08:00 PM,,"plot no 1a, bhat, g i d c estate",india,"['bhat', 'g i d c estate', 'plot no 1a']",,,,,,,
3372,ICL3596949,Disha Pathology Laboratory,"A-15, Anmol Complex, Rabari Colony, National Highway No 8, Char Rasta, Near Bharat Party Plot, Amraiwadi",Ahmedabad,380026,Gujarat,,Health,Diagnostic Labs,23.00177404,72.63568283,9913766295,,07:30 AM TO 12:30 PM AND 04:30 PM TO 08:00 PM,,"a-15, anmol complex, rabari colony, national highway no 8, char rasta, near bharat party plot, amraiwadi",india,"['national highway no 8', 'rabari colony', 'anmol complex', 'a-15', 'char rasta', 'amraiwadi', 'near bharat party plot']",,,Char rasta,Near bharat party plot,,,
3373,ICL4198667,Shaikh Dr Ali Mohammad,Nr Behrampura Police Chowky;Opp Calico Mills,Ahmedabad,380022,Gujarat,,Health,Doctor,23.008359,72.580739,7925358887,,10:00 AM TO 12:30 PM AND 06:00 PM TO 08:00 PM,,nr behrampura police chowky;opp calico mills,india,['nr behrampura police chowky;opp calico mills'],,,,Nr behrampura police chowky;opp calico mills,,,Nr behrampura police chowky;opp calico mills
3374,ICL5419628,R C I Hospital,"Bapunagar Char Road, Nikol Road, Opposite Trilonath Mahadev",Ahmedabad,380024,Gujarat,,Health,Hospitals,23.03497,72.620768,7925506257,,10:00 AM TO 10:00 PM,,"bapunagar char road, nikol road, opposite trilonath mahadev",india,"['nikol road', 'bapunagar char road', 'opposite trilonath mahadev']",,,"Nikol road, Bapunagar char road",Opposite trilonath mahadev,,,
3375,ICL8368929,N A Bhatt Mds (Bom),"205, Doctor House, Near Parimal Railway Crossing, Ellisbridge",Ahmedabad,382424,Gujarat,,Health,Doctor,23.1101833,72.5844833,7926403161,,11:00 AM TO 02:00 PM AND 05:30 PM TO 08:30 PM,,"205, doctor house, near parimal railway crossing, ellisbridge",india,"['near parimal railway crossing', 'ellisbridge', 'doctor house', '205']",,,,Near parimal railway crossing,,,
3376,ICL0176673,Jay Limbach Mataji Temple,"Dehgam Road, Kathora Road, Near Naroda Lake, Naroda",Ahmedabad,382330,Gujarat,,Religion,Temples,23.074842,72.65815,,,06:00 AM TO 09:30 AM AND 05:00 PM TO 09:00 PM,,"dehgam road, kathora road, near naroda lake, naroda",india,"['kathora road', 'near naroda lake', 'naroda', 'dehgam road']",,,"Dehgam road, Kathora road",Near naroda lake,,,
3377,ICL06145907,Chaudhari Ishvarbhai Khodabhai Fpsuid-4510 (Areaid-13992 - Regular),"3, P&T Colony, Danilimda",Ahmedabad,380028,Gujarat,,Govt. Office,Ration (Fair Price) Shops,22.999683,72.58662,,,10:00 AM TO 05:00 PM,,"3, p&t colony, danilimda",india,"['p&t colony', '3', 'danilimda']",,,,,,,
3378,ICL3951855,Sthalekar Bhalchandra D,"Br C/19, Opposite Rannapark, Karmachari Nagar",Ahmedabad,380061,Gujarat,,Health,Doctor,23.062168,72.541348,7927474633,,11:00 AM TO 01:00 PM AND 05:30 PM TO 08:00 PM,,"br c/19, opposite rannapark, karmachari nagar",india,"['opposite rannapark', 'br c/19', 'karmachari nagar']",,,,Opposite rannapark,,,
3379,ICL5567327,Hari Clinic,"Nikol Gam, Near Shree Mahakadi Mataji Nu Mandir, Nikol",Ahmedabad,382350,Gujarat,,Health,Clinics,23.040916,72.666031,9537854691,,10:00 AM TO 01:00 PM AND 06:00 PM TO 09:00 PM,,"nikol gam, near shree mahakadi mataji nu mandir, nikol",india,"['near shree mahakadi mataji nu mandir', 'nikol', 'nikol gam']",,,,Near shree mahakadi mataji nu mandir,,,
3380,ICL3635256,Excellence Education,"782, Lal Bahadur Shastri Road, Bapunagar",Ahmedabad,380024,Gujarat,,Education,Coaching / Training Centers,23.0342476,72.6294619,9574112920,,08:15 AM TO 03:15 PM,,"782, lal bahadur shastri road, bapunagar",india,"['782', 'lal bahadur shastri road', 'bapunagar']",,,Lal bahadur shastri road,,,,
3381,ICL5371992,Youraj Platinium X Ray Sonography Centre,"Shop No 21, Trishla Complex, New C G Road, Chandkheda",Ahmedabad,382424,Gujarat,,Health,Diagnostic Labs,23.10941209,72.59153341,8140005808,,07:00 AM TO 12:00 PM AND 04:30 PM TO 08:00 PM,,"shop no 21, trishla complex, new c g road, chandkheda",india,"['trishla complex', 'shop no 21', 'chandkheda', 'new c g road']",,,New c g road,,Shop no 21,,
3382,ICL1505582,Laxmi Pharma,"134/1, 147/1, 1St Floor, Ratnamani Complex, Near Nagar Sheth'S Vando, Gheekanta",Ahmedabad,380001,Gujarat,,Health,Pharmacies,23.02866205,72.58504224,7925500973,,08:00 AM TO 10:00 PM,,"134/1, 147/1, 1st floor, ratnamani complex, near nagar sheth's vando, gheekanta",india,"['ratnamani complex', '134/1', '147/1', ""near nagar sheth's vando"", 'gheekanta', '1st floor']",,,,Near nagar sheth's vando,,,
3383,ICL0692277,Adhia Academy,"204, Sunrise Shopping Mall, Judges Bangla Road, Vastrapur",Ahmedabad,380015,Gujarat,www.adhiamindpower.com,Education,Coaching / Training Centers,23.03323481,72.524659,9925811737,,09:00 AM TO 09:00 PM,,"204, sunrise shopping mall, judges bangla road, vastrapur",india,"['vastrapur', '204', 'sunrise shopping mall', 'judges bangla road']",,,Judges bangla road,Sunrise shopping mall,,,Vastrapur
3384,ICL2091367,Sahajanand Chemist,"G-6, Sahajanand Palace, Opposite Rahul Tower, Near Kanak Kala-2, 100 Feet Road, Satellite",Ahmedabad,380051,Gujarat,,Health,Pharmacies,23.01265,72.5178666,7926930071,,09:30 AM TO 10:00 PM,,"g-6, sahajanand palace, opposite rahul tower, near kanak kala-2, 100 feet road, satellite",india,"['sahajanand palace', 'satellite', '100 feet road', 'near kanak kala-2', 'opposite rahul tower', 'g-6']",,,100 feet road,"Near kanak kala-2, Opposite rahul tower",,,
3385,ICL3354127,Shantiniketan High School,"Shantiniketan, Nr Post Office, Amraiwadi",Ahmedabad,380026,Gujarat,,Education,Schools,23.001931,72.637309,7922774040,,09:00 AM TO 03:00 PM,,"shantiniketan, nr post office, amraiwadi",india,"['amraiwadi', 'shantiniketan', 'nr post office']",,,,Nr post office,,,
3386,ICL6693081,Dr Tushar H Shah,"47/282, Vijaynagar, Narayan Pura",Ahmedabad,380013,Gujarat,,Health,Doctor,23.059852,72.55937,9824036076,,11:00 AM TO 01:00 PM AND 05:00 PM TO 08:30 PM,,"47/282, vijaynagar, narayan pura",india,"['vijaynagar', 'narayan pura', '47/282']",,,,,,,Narayan pura
3387,ICL0700734,Ashirwad Hospital,"12, Dhanlaxmi Society, Opposite Cmc Factory, Odhav",Ahmedabad,382415,Gujarat,,Health,Hospitals,23.0202332,72.64078833,7922872111,,08:30 AM TO 10:00 PM,,"12, dhanlaxmi society, opposite cmc factory, odhav",india,"['12', 'dhanlaxmi society', 'odhav', 'opposite cmc factory']",,,,Opposite cmc factory,,,
3388,ICL3895014,Madan Dental Hospital,"B-9/10, Novel Building, Ashram Road, Opposite Nehru Bridge",Ahmedabad,380006,Gujarat,,Health,Hospitals,23.027092,72.570187,9824168086,7926584400,08:30 AM TO 10:30 PM,,"b-9/10, novel building, ashram road, opposite nehru bridge",india,"['opposite nehru bridge', 'b-9/10', 'ashram road', 'novel building']",,,Ashram road,Opposite nehru bridge,,,
3389,ICL0004956,Dr Ishita Thakar Parmar - (Aastha Dental Clinic & Implant Centre),"Ul-4, Chinmay Complex, Goyal Plaza, Near Mansi Circle Judge, Satellite",Ahmedabad,380015,Gujarat,,Health,Doctor,23.03391,72.522717,7567052952,,10:30 AM TO 02:00 PM AND 05:30 PM TO 08:00 PM,,"ul-4, chinmay complex, goyal plaza, near mansi circle judge, satellite",india,"['satellite', 'near mansi circle judge', 'chinmay complex', 'ul-4', 'goyal plaza']",,,,Near mansi circle judge,,,
3390,ICL1159129,Mehta Dr Shweta S,"Rasik Niwas, Opp 1 Bharti Society, Ellisbridge",Ahmedabad,380006,Gujarat,,Health,Doctor,23.024006,72.563522,7926463766,,11:00 AM TO 12:30 PM AND 05:00 PM TO 08:30 PM,,"rasik niwas, opp 1 bharti society, ellisbridge",india,"['opp 1 bharti society', 'ellisbridge', 'rasik niwas']",,,,Opp 1 bharti society,Rasik niwas,,
3391,ICL8575226,Savoday Clinic,"Opposite Vanmalivaka Pole, Shahpur",Ahmedabad,380001,Gujarat,,Health,Clinics,23.03678688,72.57961564,9824412390,7925502245,10:00 AM TO 01:00 PM AND 05:30 PM TO 09:00 PM,,"opposite vanmalivaka pole, shahpur",india,"['shahpur', 'opposite vanmalivaka pole']",,,,Opposite vanmalivaka pole,,,Shahpur
3392,ICL3187284,Vidya Group Tuition,"Bhargav Road, Near By Shiv Narnarayan Complex, Saijpur Bogha",Ahmedabad,382340,Gujarat,,Education,Coaching / Training Centers,23.0665226,72.63298035,9825956867,,09:00 AM TO 11:00 AM AND 04:00 PM TO 09:00 PM,,"bhargav road, near by shiv narnarayan complex, saijpur bogha",india,"['saijpur bogha', 'bhargav road', 'near by shiv narnarayan complex']",,,Bhargav road,Near by shiv narnarayan complex,,,"Saijpur bogha, Bhargav road"
3393,ICL4991825,Dr C S Kabra - (Asthma Dainitise Thyroied Clinic),"Ground Pushpak Flat, Ghodasar Road, Behind Swaminarayan Mandir",Ahmedabad,382443,Gujarat,,Health,Doctor,22.970038,72.606522,9825127655,,10:30 AM TO 02:00 PM AND 05:00 PM TO 08:00 PM,,"ground pushpak flat, ghodasar road, behind swaminarayan mandir",india,"['ghodasar road', 'ground pushpak flat', 'behind swaminarayan mandir']",,,Ghodasar road,Behind swaminarayan mandir,Ground pushpak flat,,
3394,ICL1329358,Hexxa Tutor,"Sector 13A, Sector 13, Near Adarsh Nivasi School Hostel, Gandhinagar",Ahmedabad,382016,Gujarat,,Education,Coaching / Training Centers,23.225602,72.63449,9825934357,,08:00 AM TO 01:00 PM,,"sector 13a, sector 13, near adarsh nivasi school hostel, gandhinagar",india,"['gandhinagar', 'near adarsh nivasi school hostel', 'sector 13a', 'sector 13']",,,,Near adarsh nivasi school hostel,,,
3395,ICL5097946,Gujarat Hitech Dental Hospital,"203 2Nd Floor, Pushparaj Arcade Sola Road, Above Axis Bank, Naranpura",Ahmedabad,380013,Gujarat,,Health,Hospitals,23.057697,72.553448,7927492205,,10:30 AM TO 10:30 PM,,"203 2nd floor, pushparaj arcade sola road, above axis bank, naranpura",india,"['naranpura', 'above axis bank', 'pushparaj arcade sola road', '203 2nd floor']",,,Pushparaj arcade sola road,Above axis bank,,,Naranpura
3396,ICL6987592,Aniket Ent Hospital,"Shiv Chambers, C T M Char Rasta, Opp Gokan Bridge, Amraiwadi",Ahmedabad,380026,Gujarat,,Health,Hospitals,22.9926166,72.6321833,7925850596,,11:00 AM TO 08:00 PM,,"shiv chambers, c t m char rasta, opp gokan bridge, amraiwadi",india,"['amraiwadi', 'c t m char rasta', 'opp gokan bridge', 'shiv chambers']",,,C t m char rasta,Opp gokan bridge,,,
3397,ICL5942277,Dr Vishal H Kuchhy - (Neonatal & Pediatric Hospital),"2Nd Floor, Dev Darshan Complex, Char Rasta, Mani Nagar",Ahmedabad,380008,Gujarat,,Health,Doctor,22.995526,72.608167,7925470266,,11:00 AM TO 12:30 PM AND 06:00 PM TO 08:30 PM,,"2nd floor, dev darshan complex, char rasta, mani nagar",india,"['mani nagar', 'dev darshan complex', 'char rasta', '2nd floor']",,,Char rasta,,,,
3398,ICL1943645,Krishna Hospital & Icu,"Sukhrani Complex, Akhbarnagar Char Rasta, Nava Wadaj",Ahmedabad,380013,Gujarat,,Health,Hospitals,23.067519,72.561843,7927647777,,10:30 AM TO 10:30 PM,,"sukhrani complex, akhbarnagar char rasta, nava wadaj",india,"['sukhrani complex', 'nava wadaj', 'akhbarnagar char rasta']",,,Akhbarnagar char rasta,,,,
3399,ICL6845416,Gujarat Research & Medical Institute,"The Gujarat Research And Medical Institute, Camp Road, Shahibaug",Ahmedabad,380004,Gujarat,www.rajasthanhospitals.org,Health,Hospitals,23.052697,72.594882,7922861806,7922865333,08:30 AM TO 09:00 PM,,"the gujarat research and medical institute, camp road, shahibaug",india,"['shahibaug', 'the gujarat research and medical institute', 'camp road']",,Gujarat,Camp road,,,,
3400,ICL7144995,Vivek Pharmaceuticals,"B-32 2Nd Floor, Shanti Commercial Centre, Nagarsheth'S Vando Gheekanta Road",Ahmedabad,380001,Gujarat,,Health,Pharmacies,23.02849432,72.5853592,7925508639,,08:30 AM TO 10:30 PM,,"b-32 2nd floor, shanti commercial centre, nagarsheth's vando gheekanta road",india,"['b-32 2nd floor', 'shanti commercial centre', ""nagarsheth's vando gheekanta road""]",,,Nagarsheth's vando gheekanta road,,,,
3401,ICL1504398,Dr Sailjas Homeopathic Skin And Hair Clinic,"Office No 151, Satyam Mall, 1St Floor, Opposite Sun Photo, Near Mansi Circle, Satellite",Ahmedabad,380015,Gujarat,,Health,Clinics,23.02965,72.527689,9979699520,,11:00 AM TO 01:30 PM AND 05:30 PM TO 08:00 PM,,"office no 151, satyam mall, 1st floor, opposite sun photo, near mansi circle, satellite",india,"['satellite', 'office no 151', 'opposite sun photo', 'near mansi circle', 'satyam mall', '1st floor']",,,,"Opposite sun photo, Near mansi circle, Office no 151",,,
3402,ICL0176526,Dr Brijesh C Patel - (Palak Eye Hospital),"Suryarani Complex, Akhbar Nagar Sheth'S Vando Circle, Nava Wadaj",Ahmedabad,380013,Gujarat,,Health,Doctor,23.067205,72.563168,9725377720,,10:00 AM TO 12:30 PM AND 05:00 PM TO 08:00 PM,,"suryarani complex, akhbar nagar sheth's vando circle, nava wadaj",india,"['nava wadaj', 'suryarani complex', ""akhbar nagar sheth's vando circle""]",,,,,,,
3403,ICL0253451,Tree House Education And Accessories Limited,"8, Shantipath Society, Near Dadasaheb Pagla, Navrangpura",Ahmedabad,380009,Gujarat,www.treehouseplaygroup.net,Education,Schools,23.040356,72.550455,9687190734,9638266179,09:00 AM TO 03:00 PM,,"8, shantipath society, near dadasaheb pagla, navrangpura",india,"['near dadasaheb pagla', '8', 'shantipath society', 'navrangpura']",,,Shantipath society,Near dadasaheb pagla,,,Navrangpura
3404,ICL8127001,Dr Manisha Shah - (Shree Mahapub Clinic),"Sarvopari Mall Near Buyagdev Cross Road, Sola Road",Ahmedabad,380061,Gujarat,,Health,Doctor,23.05897,72.537733,9824011536,,11:00 AM TO 01:00 PM AND 05:30 PM TO 08:00 PM,,"sarvopari mall near buyagdev cross road, sola road",india,"['sola road', 'sarvopari mall near buyagdev cross road']",,,"Sarvopari mall near buyagdev cross road, Sola road",Sarvopari mall near buyagdev cross road,,,
3405,ICL0222065,Soumya Matermity Hospital,"Radha Com Center, 2Nd Floor, On Natraj Medical Stores, Satellite, Anand Nagar",Ahmedabad,380015,Gujarat,,Health,Hospitals,23.01575417,72.50930656,9824043939,7926931057,08:30 AM TO 10:00 PM,,"radha com center, 2nd floor, on natraj medical stores, satellite, anand nagar",india,"['satellite', '2nd floor', 'radha com center', 'anand nagar', 'on natraj medical stores']",,,,,,,
3406,ICL0051337,Jay Medical Stores,"8, Vishwamitra Complex, Near Golden Tryangle, Stadium Road, Narayan Pura",Ahmedabad,380014,Gujarat,,Health,Pharmacies,23.04514495,72.56172813,7926406080,9898188323,08:30 AM TO 11:00 PM,,"8, vishwamitra complex, near golden tryangle, stadium road, narayan pura",india,"['8', 'near golden tryangle', 'narayan pura', 'vishwamitra complex', 'stadium road']",,Daman and Diu,Stadium road,Near golden tryangle,,,Narayan pura
3407,ICL6466571,Kottakal Arya Vaidya Shala,"Krishna Complex, Cadia Bridge, Near Cadala Lab, Ghodasar",Ahmedabad,380050,Gujarat,,Health,Doctor,22.98259,72.6153,9825910301,,10:30 AM TO 02:00 PM AND 05:00 PM TO 08:30 PM,,"krishna complex, cadia bridge, near cadala lab, ghodasar",india,"['krishna complex', 'near cadala lab', 'cadia bridge', 'ghodasar']",,,,Near cadala lab,,,
3408,ICL3401714,Rajsee Academy,"43, Mahavir Nagar, Near L J College, Vastrapur",Ahmedabad,380015,Gujarat,,Education,Coaching / Training Centers,23.033727,72.530332,7926750305,,09:00 AM TO 08:00 PM,,"43, mahavir nagar, near l j college, vastrapur",india,"['near l j college', '43', 'mahavir nagar', 'vastrapur']",,,,Near l j college,,,Vastrapur
3409,ICL8306304,Navdeep Clinic,"Navdeep House, Opp Akashwani, Ashram Road, Income Tax",Ahmedabad,380014,Gujarat,,Health,Clinics,23.0405833,72.56905,9825028877,,10:00 AM TO 08:00 PM,,"navdeep house, opp akashwani, ashram road, income tax",india,"['opp akashwani', 'ashram road', 'income tax', 'navdeep house']",,,Ashram road,Opp akashwani,,,
3410,ICL3407699,Hetal N Maniar,"Gala Bus Centre, St Xavier Corner, Navrangpura",Ahmedabad,380009,Gujarat,,Health,Doctor,23.033709,72.56693,9898035195,,10:00 AM TO 01:00 PM,,"gala bus centre, st xavier corner, navrangpura",india,"['gala bus centre', 'navrangpura', 'st xavier corner']",,,,,,,Navrangpura
3411,ICL5301868,Raza-E-Mustufa Masjid,"Royal Park Tp Road, Anwar Park Society, Royal Park Society, Juhapura",Ahmedabad,380055,Gujarat,,Religion,Mosques,22.989659,72.529167,,,05:00 AM TO 09:30 PM,,"royal park tp road, anwar park society, royal park society, juhapura",india,"['anwar park society', 'royal park tp road', 'juhapura', 'royal park society']",,,Royal park tp road,,,,Juhapura
3412,ICL0341325,Dhasha Mata & Shiv Mandir,"C/10, Bhimjipura Road, Nava Vadaj, Bhimjipura, Sardar Colony",Ahmedabad,380013,Gujarat,,Religion,Temples,23.060121,72.571482,,,06:30 AM TO 10:00 AM AND 05:30 PM TO 08:30 PM,,"c/10, bhimjipura road, nava vadaj, bhimjipura, sardar colony",india,"['bhimjipura road', 'c/10', 'nava vadaj', 'sardar colony', 'bhimjipura']",,,Bhimjipura road,,,,"Bhimjipura road, Bhimjipura"
3413,ICL0153244,Shreeji Clinic Shop,"Chandlodia Road, Opp Sonal Nagar Society, Chandlodia",Ahmedabad,382481,Gujarat,,Health,Clinics,23.080797,72.549965,9408604257,,10:30 AM TO 02:00 PM AND 05:30 PM TO 08:30 PM,,"chandlodia road, opp sonal nagar society, chandlodia",india,"['chandlodia road', 'opp sonal nagar society', 'chandlodia']",,,Chandlodia road,Opp sonal nagar society,,,
3414,ICL1632163,Ambe Mata Temple,"Thakkarbapa Nagar Road, Adarsh Gali Road, Near Union Bank Of India Atm, Thakkarbapa Nagar",Ahmedabad,382350,Gujarat,,Religion,Temples,23.040525,72.643288,,,06:00 AM TO 09:30 AM AND 05:30 PM TO 08:00 PM,,"thakkarbapa nagar road, adarsh gali road, near union bank of india atm, thakkarbapa nagar",india,"['adarsh gali road', 'thakkarbapa nagar road', 'near union bank of india atm', 'thakkarbapa nagar']",,,"Adarsh gali road, Thakkarbapa nagar road",Near union bank of india atm,,,
3415,ICL2721456,Vivekanand Spicers Academy,"Radhey Shopping Mall, Near Rohit Mill Circle, Khokhra, Maninagar (E), Near Khodiyar Nagar Bus Stop",Ahmedabad,380008,Gujarat,,Education,Coaching / Training Centers,23.002841,72.619062,9825888140,,04:30 PM TO 09:30 PM,,"radhey shopping mall, near rohit mill circle, khokhra, maninagar (e), near khodiyar nagar bus stop",india,"['near khodiyar nagar bus stop', 'near rohit mill circle', 'radhey shopping mall', 'khokhra', 'maninagar (e)']",,,,"Near khodiyar nagar bus stop, Radhey shopping mall, Near rohit mill circle",,,
3416,ICL8919977,Ganjwala Orthopedic Hospital,"302, Anshi Avenue, Nr Ketav Petrol Pump, Opp Mrudul Park, Gulbai Tekra",Ahmedabad,380015,Gujarat,,Health,Hospitals,23.02403046,72.54979076,7926440118,,08:00 AM TO 10:30 PM,,"302, anshi avenue, nr ketav petrol pump, opp mrudul park, gulbai tekra",india,"['opp mrudul park', 'anshi avenue', '302', 'gulbai tekra', 'nr ketav petrol pump']",,,,"Nr ketav petrol pump, Opp mrudul park",,,
3417,ICL1756175,Sicess Classes,"Anmol Complex, Nr Bharat Party Plot, Amraiwadi",Ahmedabad,380026,Gujarat,,Education,Coaching / Training Centers,23.0014,72.6367166,9898777481,,09:30 AM TO 09:00 AM AND 05:30 PM TO 09:00 PM,,"anmol complex, nr bharat party plot, amraiwadi",india,"['amraiwadi', 'nr bharat party plot', 'anmol complex']",,,,Nr bharat party plot,,,
3418,ICL6118955,Chamunda Computer Classes,"G-10, Umashut Complex, Vestrapur Rly Crossing, Vejalpur",Ahmedabad,380051,Gujarat,,Education,Coaching / Training Centers,23.01013394,72.53186612,9998457085,,08:30 AM TO 08:30 PM,,"g-10, umashut complex, vestrapur rly crossing, vejalpur",india,"['vestrapur rly crossing', 'vejalpur', 'umashut complex', 'g-10']",,,,,,,"Vejalpur, Vestrapur rly crossing"
3419,ICL24654553,Csc E-Gov.,"K.C.Enterprise, Supath 2, Opp Vadaj Bus Stop",Ahmedabad,380013,Gujarat,,Govt. Office,Aadhar Centre,23.05331473,72.57209628,,,10:00 AM TO 02:00 PM AND 04:00 PM TO 06:00 PM,,"k.c.enterprise, supath 2, opp vadaj bus stop",india,"['opp vadaj bus stop', 'supath 2', 'k.c.enterprise']",,,Supath 2,Opp vadaj bus stop,,,
3420,ICL3945599,Educare Tutorial,"Shri Bl Dandwala Marg, Sarvottam Nagar Society, Near Hdfc Bank, Navrangpura",Ahmedabad,380009,Gujarat,,Education,Coaching / Training Centers,23.045958,72.554794,9825233553,,09:00 AM TO 06:00 PM,,"shri bl dandwala marg, sarvottam nagar society, near hdfc bank, navrangpura",india,"['shri bl dandwala marg', 'navrangpura', 'near hdfc bank', 'sarvottam nagar society']",,,Shri bl dandwala marg,Near hdfc bank,,,Navrangpura
3421,ICL1246406,Shree Akshar Group Tution,"1, Badrinarayan Shopping Centre, Thakkar Nagar Road, Next To Ratanba School",Ahmedabad,382350,Gujarat,,Education,Coaching / Training Centers,23.040167,72.643444,9824164790,,09:00 AM TO 09:00 PM,,"1, badrinarayan shopping centre, thakkar nagar road, next to ratanba school",india,"['thakkar nagar road', 'next to ratanba school', '1', 'badrinarayan shopping centre']",,,Thakkar nagar road,"Next to ratanba school, Badrinarayan shopping centre",,,
3422,ICL2200567,Hetal Shah,"Br 1, Ankini House, Near Municipal Garden, Osmanpura",Ahmedabad,380013,Gujarat,,Health,Doctor,23.04788703,72.5675604,7927550166,,11:00 AM TO 12:30 PM AND 05:00 PM TO 08:00 PM,,"br 1, ankini house, near municipal garden, osmanpura",india,"['osmanpura', 'near municipal garden', 'br 1', 'ankini house']",,,,Near municipal garden,,,Osmanpura
3423,ICL6604868,Pragyadeep Classes,"Vraj Avenue, Opposite India Colony, Bopal Road, Bopal",Ahmedabad,380058,Gujarat,,Education,Coaching / Training Centers,23.03243763,72.45990211,9898656096,,09:00 AM TO 08:30 PM,,"vraj avenue, opposite india colony, bopal road, bopal",india,"['opposite india colony', 'vraj avenue', 'bopal road', 'bopal']",,,Bopal road,Opposite india colony,,,
3424,ICL0568948,Family Institute,"Angel Complex, Navrangpura Road, Bapu Nagar, Navrangpura",Ahmedabad,380014,Gujarat,,Education,Coaching / Training Centers,23.04025269,72.56597137,9824358505,,08:00 AM TO 10:00 AM AND 05:00 PM TO 09:00 PM,,"angel complex, navrangpura road, bapu nagar, navrangpura",india,"['navrangpura road', 'angel complex', 'bapu nagar', 'navrangpura']",,,Navrangpura road,,,,"Navrangpura road, Navrangpura"
3425,ICL6821732,Amdavad Medical Centre,"Vinay Market, Opp Rly Station, Mani Nagar",Ahmedabad,380008,Gujarat,,Health,Doctor,22.995474,72.614977,9825012404,,10:30 AM TO 02:00 PM AND 06:00 PM TO 08:30 PM,,"vinay market, opp rly station, mani nagar",india,"['mani nagar', 'vinay market', 'opp rly station']",,,,Opp rly station,,,
3426,ICL0868962,Samarth Dental Clinic,"28, Mihir Tower, Near Silver Land Party Plot, Uttam Nagar",Ahmedabad,380008,Gujarat,,Health,Clinics,22.99081218,72.60370956,7925460244,9898054932,10:00 AM TO 01:00 PM AND 05:30 PM TO 08:00 PM,,"28, mihir tower, near silver land party plot, uttam nagar",india,"['mihir tower', '28', 'near silver land party plot', 'uttam nagar']",,,,Near silver land party plot,,,
3427,ICL4396371,Niyati Hospital,"Pelican Building, Ashram Road, Ellisbridge",Ahmedabad,380006,Gujarat,,Health,Hospitals,23.0202788,72.561392,7926430231,,11:00 AM TO 01:00 PM AND 05:00 PM TO 07:00 PM,,"pelican building, ashram road, ellisbridge",india,"['ashram road', 'ellisbridge', 'pelican building']",,,Ashram road,,,,
